userName,score,content,at,thumbsUpCount,source,app
Monica Mensah,5,problem switching account,2026-02-19 19:23:45,0,all_cleaned,unknown
Leonardo “Lionheart” K.,4,good exprience seller cant see feedback,2026-02-19 19:22:22,0,all_cleaned,unknown
Ka'Nia Glass,1,longer shop aliexpress due loss money item multiple order attempted delivery beginning january never ordered december march item update tried talk customer service said order werent paid ended chat middle horrible customer service ive never issue like said never shop,2026-02-19 19:02:19,16,all_cleaned,unknown
Nazik Osman,5,friendly user app easy deal,2026-02-19 18:20:05,0,all_cleaned,unknown
Willie Hooper,1,one worst delivery apps ever seen life dont working number contact customer service period 3qeeks since placed order yet still nothing guy please order nothing people take money everything complete scam head,2026-02-19 17:05:24,0,all_cleaned,unknown
Godknows “Nna” Chinda,5,great job,2026-02-19 16:50:05,0,all_cleaned,unknown
Bianca Stanca,5,love guyss muchhh yall got demon slayer sticker ive searching long time,2026-02-19 16:07:38,0,all_cleaned,unknown
Ben Love,5,experience aliexpress bad best website order thing,2026-02-19 15:21:20,0,all_cleaned,unknown
Teri O.,4,okay,2026-02-19 15:15:38,0,all_cleaned,unknown
Kashvir Deepchand,5,used ali express good amount purchase feel good writing review issue service singular occasion package wa shipped date stipulated ali express immediately canceled order gave full refund would recommend,2026-02-19 13:25:31,1,all_cleaned,unknown
Vincent,1,way confusing navigate cart price changing listed item,2026-02-19 13:02:33,0,all_cleaned,unknown
sani nuhu (Binnuh),5,best seller,2026-02-19 12:10:10,0,all_cleaned,unknown
Surv. Anthony Kwesi Takyi Turkson,1,placed order made payment order still show order awaiting payment customer service doesnt seems way help,2026-02-19 11:53:13,0,all_cleaned,unknown
NOVA 2021RDX,1,bad experience haaaa sorry due high demand shipment taking longer usual everything ship order quicklvy possiblethank patience,2026-02-19 11:13:26,1,all_cleaned,unknown
Andre Smith,5,work really well doe meant notification become bit much everything changed setting downside im finding many thing lol,2026-02-19 10:45:40,0,all_cleaned,unknown
Orrian Moulton,5,aliexpress dollar express best,2026-02-19 08:33:08,1,all_cleaned,unknown
Burner,1,stop using speedx delivery,2026-02-19 08:16:39,0,all_cleaned,unknown
Ian Edwards Sr,1,wa gon na give 5 star using cashapp afterpay long time tell cant im u well im u app broken ill update fix app,2026-02-19 07:29:25,0,all_cleaned,unknown
Johannes Gudnason,5,awsome,2026-02-19 05:24:18,0,all_cleaned,unknown
Noah Friedman,1,cant get damned thing upload photo phone permission fine never upload finish dispute resolution without able upload evidence,2026-02-19 04:48:48,0,all_cleaned,unknown
Antonio,4,great variety awesome price,2026-02-19 04:12:17,0,all_cleaned,unknown
Conor Morgan,1,used great aliexpress ha switched last mile delivery agent either delivers month late doe deliver customer service primarily ai provide refund use aliexpress,2026-02-19 04:05:59,2,all_cleaned,unknown
Monique Parker,1,scam checkout item 3 total including tax free shipping take 15 account got refunded never trusting edit refunded went ahead took another 14 im starting lawsuit,2026-02-19 03:12:02,2,all_cleaned,unknown
Mishy Wishy,1,purchased watch ciloa self operating store arrived faulty clear photo video evidence despite offered refund 18 price unacceptable processing return take 23 hour time plus week waiting extremely disappointing seller fix mistake buyer feel scammed disheartened never shop aliexpress,2026-02-19 02:38:03,0,all_cleaned,unknown
Alexandra Tuquerres,1,discount charge moment pay fraud app change fast charge triple regular price,2026-02-19 02:16:18,1,all_cleaned,unknown
S H Lam,2,keep hanging upon launch,2026-02-19 02:05:53,0,all_cleaned,unknown
Moussa Gueye,1,awful ordered jacket receive pant try send video fact doesnt work allow video 10mb basically less 5 second isnt nearly enough show proof total scam avoid app,2026-02-19 00:59:40,0,all_cleaned,unknown
sravanthi dodda,1,negative expectation app please dont download one told free return available dont take return send damaged piece,2026-02-19 00:13:18,0,all_cleaned,unknown
LilBookie Baby,5,great,2026-02-18 23:38:10,0,all_cleaned,unknown
jacob,5,aliexpress nice place get thing good price america compete,2026-02-18 23:25:29,0,all_cleaned,unknown
Juan Fresneda,1,app since last update reboots cant use tried uninstalling cleaning everything happens,2026-02-18 23:10:13,0,all_cleaned,unknown
James Morgan,1,scam central avoid like plague,2026-02-18 21:49:01,0,all_cleaned,unknown
Doc Jackson,1,riduculous bought genuine leather jacket seller wellsome arrived obvioulsly wasnt made leather also label translated via google translate clearly stated jacket wa 92 polyester 8 spandex immediately contacted ali ignored absolute evidence fraud instead allowed seller continue selling fake repeatedly refusing claim went credit card company gave refund,2026-02-18 21:12:24,3,all_cleaned,unknown
nnamdi ejiofor,5,great app using buy thing world,2026-02-18 20:55:05,0,all_cleaned,unknown
Ste Morton,5,good indeed,2026-02-18 20:48:11,0,all_cleaned,unknown
Best Plan Seguros,1,fraudulent seller,2026-02-18 20:07:28,0,all_cleaned,unknown
renita wuyts,1,downloaded app ordered wedding dress specially checked return dress site wa mentioned return order free satisfiedbut horrible experiencei didnt like dress asked return seller bluntly said pay return opening dispute discussing almost 3 weeksi lost case money wasted ali express good platform,2026-02-18 19:50:40,3,all_cleaned,unknown
lindsey kirk,3,well free gift got taken cuz accidentally pushed back button say nothing free gift,2026-02-18 19:31:43,0,all_cleaned,unknown
Saminu Hassan,1,way wa told aliexpress one best trusted online market thats give trial purchase item wa promised delivered 15 febuary date 18 february still waiting item money thinking people scammer,2026-02-18 18:33:33,0,all_cleaned,unknown
faith ilwsre,5,good seller app pleased,2026-02-18 16:58:02,0,all_cleaned,unknown
Ashlee Hernandez,1,app scam ordered suff didnt arrive tried get refund logged,2026-02-18 16:38:31,0,all_cleaned,unknown
Thebi Pheta,1,counterfeit good separate item ordered scam paying custom fee item instead paying single custom fee careful stay away even month item working biggest scam poo product want money back,2026-02-18 16:33:37,3,all_cleaned,unknown
Matīss Laugalis,1,wont post bad review item rating item fakeai generated wont know item bad shipping back item expensive impossible really dont recommend buying anything 10 eur ordered item worth 60 eur wa wrong item nevar momey back sent,2026-02-18 15:45:25,2,all_cleaned,unknown
Sulaiman Ado lampo,5,good e commerce,2026-02-18 15:40:15,0,all_cleaned,unknown
Dav Wallace.,5,great app choice item could buy going forver youre careful could end buying much much initially intended lol also actually fun challenge playing game app earn credit use put towards purchase intend make shipping seems really fast regular update package currently give good idea expect 5,2026-02-18 14:53:28,13,all_cleaned,unknown
Amponsah Jacob,1,selling app scam picture show different item ship buyer,2026-02-18 14:51:24,0,all_cleaned,unknown
PAPA _DOC SOFTASME,1,buy individual piece product consumer also company,2026-02-18 14:37:25,0,all_cleaned,unknown
Usman Dauda,5,application reable cheap price,2026-02-18 13:58:19,0,all_cleaned,unknown
ibrahemperson1,1,worst experience day customer protection bad even receive wrong item less one star also careful bdf cn go go store lier bad,2026-02-18 13:54:19,0,all_cleaned,unknown
KINGDY KINGDY,1,friendly,2026-02-18 13:48:52,0,all_cleaned,unknown
sagi machlin,1,allowed seller scam provided protection excuse lot bot automated email,2026-02-18 12:01:15,1,all_cleaned,unknown
KHALIL KHALIL,1,bad app failing company terrible customer service everything failure app stolen ha corrupted month havent received money back problem resolved customer service terrible product awful 000000 rating filing lawsuit company,2026-02-18 10:35:58,3,all_cleaned,unknown
Delia Dizon,3,shipping fee expensive,2026-02-18 08:19:50,0,all_cleaned,unknown
Muhammad Amir,5,good,2026-02-18 07:17:24,0,all_cleaned,unknown
Alli Cat,1,joke dude,2026-02-18 05:27:10,1,all_cleaned,unknown
D J,1,cant log see account anymore forcing sign google,2026-02-18 03:51:24,1,all_cleaned,unknown
Mark Davis,5,good,2026-02-18 02:51:34,0,all_cleaned,unknown
4TheMostHighJesus #1 (4themosthighjesus),1,doesnt work buggy keep telling reset password say unusual activity trying create brand new account wt fruitcake,2026-02-18 02:29:06,0,all_cleaned,unknown
Emma Smith,2,order first said 20 february start change 21st 24th got told would get counpond delayed fine dont care coupon want order mean tbf app good getting package delivered cheap,2026-02-18 02:26:53,0,all_cleaned,unknown
Ronishia Towns,5,think good app 3 item coated 306 money ordered 2 night light box mystery fidget toy,2026-02-18 01:38:52,0,all_cleaned,unknown
S Ad,1,okay lot thing overpriced compare site always problem seller lying saying good still transit even month expected delivery date avoid giving refund spoiler alert hundred percent lost mail forever enjoy chat seller feature want ask question make customised thing pain need refund ive using 5 year,2026-02-18 01:33:24,4,all_cleaned,unknown
Mahmoud Damlakhi,1,lot scam seller wa scammed also customer service fake provide solution dispute cahoot fraudulent seller edited comment wa scammed app fifth time im sorry wasting time money terrible app,2026-02-18 00:57:31,2,all_cleaned,unknown
Legend Life777,5,buy lot thing app app good get lot good deal everything good ive buying lot everything app sometimes take time come get get good thing price good,2026-02-18 00:40:11,1,all_cleaned,unknown
Sir Raqua,1,app beyond bad search suck keep pushing item interested time stupid game included getting constant notification play promotion must buy 3 thing buy one item find non promotion version without promotion discount multiple kind promotion incompatible combine like multiple shopping cart,2026-02-17 23:54:54,0,all_cleaned,unknown
Michael Wojciak,3,search engine spotty best difficult navigate get accustom great place shop coin beneficial since rakuten reimbursement spotty best edited review dropped one star search engine even worse come finding thing plus shipping fee becoming ridiculous,2026-02-17 23:34:05,68,all_cleaned,unknown
XIQAD POXAD,1,first order got delivered fast 1012 day im waiting 20 day order order arrives region 6 day wait another 13 day without moving item wait order arrive deliver together save money,2026-02-17 22:55:56,0,all_cleaned,unknown
Teddy,1,steal money even refund something never even received something didnt make,2026-02-17 22:39:43,0,all_cleaned,unknown
Igor,1,lot fake low quality item option show price delivery lot scam general help support,2026-02-17 22:39:01,3,all_cleaned,unknown
Condeliza ikhlas,1,long,2026-02-17 21:09:39,0,all_cleaned,unknown
John ThankGod,5,best online buying app,2026-02-17 19:42:19,0,all_cleaned,unknown
Gordo Bonito,1,everything sell low quality defective item want refund return difficult thing ever going face recommend buy anything store china taking money never fix ur issue theyre sending garbage stuff dont care dont give answer going lose money totally recommend,2026-02-17 18:03:27,1,all_cleaned,unknown
"CB, CMA",1,forcing crazy amount creepy spying permission,2026-02-17 17:45:38,0,all_cleaned,unknown
BABLOU ON FIRE,5,good apps,2026-02-17 16:35:14,0,all_cleaned,unknown
hamzah mayanja,5,exceptional app,2026-02-17 16:19:55,0,all_cleaned,unknown
Ardee Feliciano,1,longest time deliver online platform placed order january 11 2026 delivery wa supposedly february 11 2026 today february 17 2026 hasnt arrived,2026-02-17 14:44:04,1,all_cleaned,unknown
Boyakacha,1,worst shopping platform gls worst delivery company,2026-02-17 13:24:50,0,all_cleaned,unknown
Michael Litvak,1,ad,2026-02-17 12:36:42,0,all_cleaned,unknown
Justin Alex,1,worst customer service ive ever seen multiple time ive returned item unopened completely seal original bag either get refund partial refund scammer,2026-02-17 11:31:33,0,all_cleaned,unknown
ALI ABDULLAH,3,quality substance medium good contact shipping good time order tow order received told service seller without response order must received one month,2026-02-17 10:51:23,1,all_cleaned,unknown
Peter Honda,5,great,2026-02-17 10:45:42,0,all_cleaned,unknown
Neera Nuff,1,awful,2026-02-17 10:44:09,0,all_cleaned,unknown
Olasunkanmi Omodara,5,excellent app user experience topnotched,2026-02-17 10:18:11,0,all_cleaned,unknown
Ante B,5,using year renovated home replaced old kitchen ware home electronics 99 10 time super happy purchase,2026-02-17 09:48:03,0,all_cleaned,unknown
Lee Wise,1,use absolute con artist returned dangerous faulty electrical item wa refused refund saying received item even though sent first class tracked photo evidence return basically took money must trading account china item could burnt house buy cost,2026-02-17 09:29:03,0,all_cleaned,unknown
Robert Long,1,worst rhapsody time least lost 16 american dollar,2026-02-17 08:57:27,0,all_cleaned,unknown
Roman Ukhach,5,always found buy shipping took around 12 day place,2026-02-17 08:20:11,0,all_cleaned,unknown
Rafaela Barragan (EllaBaez),1,fix problem,2026-02-17 07:40:20,0,all_cleaned,unknown
mohamed Aouni,1,bad service scammer,2026-02-17 06:11:42,0,all_cleaned,unknown
nobody,1,scam didnt even get order app suck,2026-02-17 05:34:46,0,all_cleaned,unknown
April Roache,1,lousy substitute item select send trash instead play ignorant come refund cat toy work 34 day major disappointment app uninstalled,2026-02-17 05:29:33,2,all_cleaned,unknown
NA NA,1,worst app world still waiting get package ordered last month almost month nobody order app anymore better amazon instead,2026-02-17 03:57:19,0,all_cleaned,unknown
Gros Inès,5,please update payment method mobile money ghana would helpful,2026-02-17 03:39:21,0,all_cleaned,unknown
Charles Keyes,1,okay thing majority seems fake counterfeit comment ive read lot product using app purchasing anything,2026-02-17 03:15:58,1,all_cleaned,unknown
Bobbie Gamble,1,hate,2026-02-17 02:49:05,0,all_cleaned,unknown
Grzegorz Sawicki,1,intentionally crippled web version force people installing app find mischievous behavior parcel box delivery purposely hidden website took hour find possible via app even though popular delivery option poland,2026-02-17 01:36:07,2,all_cleaned,unknown
Egor,1,20 year constant buying aliexpress unfortunately stopped buying refund policy completely changed last couple year received broken product almost impossible return via return system dispute appeal dont work loosing money received broken product terrible dont recommend buy especially something expensive lose money,2026-02-17 01:12:30,7,all_cleaned,unknown
Samantha Woodruff,5,love app better temu,2026-02-17 00:39:42,0,all_cleaned,unknown
Mark,1,beware placed four order held money month send back firmly believe inventory lot great deal advertise scam use money month interest free known better business aliexpress still using bait ad try scam u currently still happening despite bogus reply beware china,2026-02-17 00:05:51,2,all_cleaned,unknown
Sam Fall,1,ha gone downhill recent year loyal customer since 2010 dispute process ha become overcomplicated courier used like cainao reputable mark parcel delivered respond enquiry order platform ensure seller using imile courier provide photo proof delivery edit appeal escalation end way item arrive faulty damaged good luck trying go dispute,2026-02-16 23:40:25,3,all_cleaned,unknown
Javanti Harrison,5,aliexpress ha huge variety product low price shipping take item arrive described good place find affordable option dont mind waiting,2026-02-16 22:55:24,1,all_cleaned,unknown
Sunnie Ray (Sunnie),5,really love app definitely goto place buy cosplays accessory thing need doe take thing delivered really isnt problem problem sometimes get ai generated ad hate freaking love aliexpress,2026-02-16 20:48:13,0,all_cleaned,unknown
Mohamed Ibrahim,1,ازعاج وكل شويه ايميل,2026-02-16 19:50:44,0,all_cleaned,unknown
Remus W,1,weary purchasing anything right aliexpress use evri main courier service cheapest evri verge bust refusing pick parcel airport uk 2nd order got lost 3rd order stuck airport waiting courier pickup 7 day unlikely receive order wait purchasing sort better delivery service,2026-02-16 19:41:59,1,all_cleaned,unknown
Subin Mathew,1,bought 2 jbl tune 760nc aliexpress help friend two product fake jbl waste money time buying something aliexpress risk also one thing need pay delivery boy also worst product return product also charge delivery boy,2026-02-16 18:56:21,1,all_cleaned,unknown
Kevin Mukisa,4,seems nice cant pay given payment method non money sim card use airtel possible help pay via mobile money wud great,2026-02-16 18:37:18,0,all_cleaned,unknown
Quebec Patriot,5,useful,2026-02-16 17:57:49,0,all_cleaned,unknown
Hennie Duvenhage,3,service aliexpress robotic online agent question answer identical live biggest issue courier service use speedaf worst service ever never able get hold agent regarding package delivered time ever,2026-02-16 17:46:02,0,all_cleaned,unknown
Danny Pierce,1,bad bad letting,2026-02-16 17:41:45,0,all_cleaned,unknown
Santiago Farero,1,good anymore buy thing way return faulty item get refund back keep asking additional information,2026-02-16 17:28:10,0,all_cleaned,unknown
sher bahadar,5,website helpful consumer wholesale,2026-02-16 17:21:16,0,all_cleaned,unknown
Victor Brown,1,doesnt work,2026-02-16 16:07:13,0,all_cleaned,unknown
Adnan Mamlouk,1,scam pay product buy mention clearly free delivery come door ask 13 aed pay coz choice easy say refund trust u scam company like u happy,2026-02-16 15:57:16,0,all_cleaned,unknown
choppa,1,wa long time user year however encountered scam seller matter many time try customer support aliexpress seems interested protecting scammer helping long time user using platform cant bothered recovering measly 37 scam seller,2026-02-16 15:50:22,0,all_cleaned,unknown
DarkJhiaxus (DarkJhiaxus),1,1 star sort ridiculous game requirement daily check day 90 absolute insult long time app player,2026-02-16 13:24:36,0,all_cleaned,unknown
Harley Sommer,1,keep delivery failed 2 package go back wearhouse,2026-02-16 12:51:06,0,all_cleaned,unknown
GC Sixixix,1,never shopped blocked using tried process unblock say passed time given app unworkable uninstalled,2026-02-16 11:34:47,0,all_cleaned,unknown
Bogdan P,1,seller scammer lie shipping item people run app dont want money spend somewhere else,2026-02-16 11:33:56,0,all_cleaned,unknown
Eninca Mshighati,1,trust dont need buy stop nonsense plz need add cart option like normal person,2026-02-16 09:39:11,1,all_cleaned,unknown
Matteo Sordi,1,terrible absolutely terrible customer service either nonexistent incompetent price high compared similar platform delivery slow much china take ship european country example package wa shipped ha yet arrive france two week product quality always poor doesnt match description store page advise app,2026-02-16 08:14:20,5,all_cleaned,unknown
Sloth WithABaseballbatt,2,place longer affordable want customer review fake,2026-02-16 06:08:32,2,all_cleaned,unknown
Taewook,1,order either get canceled take 3 month get delivered concept great execution good customer service wa great dealing order vendor aliexpress good personally even im waiting order said fast shippingsomething ordered beginning december,2026-02-16 05:30:59,15,all_cleaned,unknown
A Google user,1,used really good online shopping competitive price reliable shipping service choose shipping method aliexpress using speedx speedx scam dont tax number registration number australia physical address contact information zero customer support good luck receiving package shopped since 2015 going stop remove unreliable courier company,2026-02-16 02:14:28,7,all_cleaned,unknown
zedestroyer,5,work intended pretty fast responsive,2026-02-16 00:35:29,0,all_cleaned,unknown
Kay Harris,1,im still waiting mine must 3 wa,2026-02-16 00:04:06,2,all_cleaned,unknown
CryptKreeper83,1,ever since bought item aliexpress inbox ha flooded phishing email fake different domain every day leaking information seller believe spamming im buying anymore plus use speedx delivery service driver dump package side road anyways,2026-02-15 22:38:37,2,all_cleaned,unknown
Steven Bowen (Zener Dragon),1,ali claim protect buyer ha absolutely integrity turn back even obvious fraud ha occurred documented evidence pay extra fee protection youre wasting time money go reputable supplier directly buyer beware,2026-02-15 22:38:02,2,all_cleaned,unknown
L p,1,aware scam tactic app price shown change checkout payment confirmation,2026-02-15 21:49:06,3,all_cleaned,unknown
Maxwell,4,ha wide variety productsbutbi one issue kenyan realized food staff cant brought location wonder like noodle canned tea want taste food outside seem cant buy please enable food staff arrive kenya,2026-02-15 20:59:17,0,all_cleaned,unknown
DK Eigelaar,4,ˡᵒᵒᵏˢ ᵍᵒᵒᵈ ᵃⁿᵈ ᶠᵃⁿᶜʸ,2026-02-15 20:59:07,0,all_cleaned,unknown
Heather Canter,5,love platform game,2026-02-15 20:43:46,0,all_cleaned,unknown
Rodriges Rodrigues,5,good work perfect,2026-02-15 20:39:10,0,all_cleaned,unknown
Nova Cane,5,one best apps could use order stuff international thank god,2026-02-15 19:54:26,0,all_cleaned,unknown
Kevin highfill,5,great,2026-02-15 19:41:29,0,all_cleaned,unknown
jasmine,1,havent bad experience app recently ive noticed option add cart virtually impossible ha greatly declined user experience im going check one item thats worth 3 make absolutely sense,2026-02-15 18:53:11,3,all_cleaned,unknown
Hwang Hyunjin,1,put right address order say delivery unsuccessful dont recommend app want ten dollar back still want stuff delivered,2026-02-15 18:05:21,2,all_cleaned,unknown
Jignesh Patel,1,fraud app ordered two time never received product provide refund undelivered product stay away,2026-02-15 17:58:40,3,all_cleaned,unknown
Mansur Muhammad (Smart prince),5,good apps,2026-02-15 17:31:22,0,all_cleaned,unknown
Crystal Rayburn,5,love,2026-02-15 17:25:42,0,all_cleaned,unknown
Windel Magpayo,1,didnt recieved order ots already paid call address many time till dont deliver order never use apps anymore big scam,2026-02-15 17:10:33,1,all_cleaned,unknown
Djoni Amman,3,cant option block store dont like example store sell bad technology fake sd card option block store item store dont show anymore search bar,2026-02-15 16:44:41,1,all_cleaned,unknown
kye evans,5,go fo everything wait time overall really good app play game get money,2026-02-15 13:58:43,0,all_cleaned,unknown
Donnie Ellenberger,1,horrible app full scammer customer service doe help customer ever stay away used good horrible,2026-02-15 13:43:00,1,all_cleaned,unknown
Muhammad Moosa,1,poor refund process dishonest,2026-02-15 13:28:42,1,all_cleaned,unknown
Ramo,1,app failing platform supplier dishonest chinese company favored dispute got scammed 10k alibaba guarantee wa useless,2026-02-15 12:47:46,0,all_cleaned,unknown
Thomas Safar,5,prompt door door delivery alli expreßs awesome reasonable pricing,2026-02-15 12:26:26,0,all_cleaned,unknown
Marcin P,1,avoid shady trading practice difficult return bad app interface,2026-02-15 12:17:05,0,all_cleaned,unknown
Joan Awuor,1,country kenya isnt category,2026-02-15 12:09:24,0,all_cleaned,unknown
Yuvinalis Mwamba,5,amazing app,2026-02-15 11:48:33,0,all_cleaned,unknown
Ali Khan,5,excellent shopping experience facing issue app nowadays picture product loading app updated latest version checked different wifi connection cellular 4g internet problem still please look issue,2026-02-15 11:32:20,0,all_cleaned,unknown
Sultan Awan,1,worst experience ordered watch value 108 received empty package record video opening parcel parcel wa super slim ali express rejected refund help line also providing solution total fraud dont buy,2026-02-15 11:30:27,3,all_cleaned,unknown
Mark Fenech,2,although item generally ok best avoid tech mostly fake standard,2026-02-15 11:13:05,0,all_cleaned,unknown
TK,5,nice,2026-02-15 10:45:48,0,all_cleaned,unknown
Unknown Tor,1,ohyour delivery suckscamtake money lost package one month refundayou holding customer money month,2026-02-15 10:08:11,0,all_cleaned,unknown
Konard Aleksander Sepp,1,add item cart item buy option,2026-02-15 10:04:34,1,all_cleaned,unknown
Jada Randall,1,shop 3 99 cent scam make pay original price item dont shop instead giving money back gave bonus spend aliexpress ghetto,2026-02-15 09:12:41,1,all_cleaned,unknown
Maria Pletneva,2,want add thing cart normal new feature annoying hard use,2026-02-15 07:17:51,1,all_cleaned,unknown
Kaito,1,app incredibly janky forcing sign click anything really misleading information product delivered,2026-02-15 07:14:20,2,all_cleaned,unknown
Lola Lolo,5,awesome app using appx year havent problem use time,2026-02-15 05:56:34,0,all_cleaned,unknown
Pilar Castanuela,5,favorite,2026-02-15 04:25:07,0,all_cleaned,unknown
J. Kris Bailey,1,absolutely awful never got past log hell want log 2 separate email single log sooo bubye uninstall dealing kind crazy front door,2026-02-15 04:01:47,1,all_cleaned,unknown
Rettana Muon,1,horrible use tablet us format mobile version make everything comically enormous tablet,2026-02-15 01:14:36,2,all_cleaned,unknown
NanamiiLotus Leelong,1,didnt received order sent texas whitney b wont b uauing anymore till fix issue unprofessional,2026-02-15 00:17:36,1,all_cleaned,unknown
Lauren b Ingram,5,love look stuff stuff sweet kool love love kool,2026-02-14 23:37:48,0,all_cleaned,unknown
Ed Crotty-Flieger,1,order canceled one werent canceled arrived damaged returnrefund process joke seller told buy touchup pen thought 5 would cover one order left hopefully box app deleted temu win best customer service,2026-02-14 23:12:55,3,all_cleaned,unknown
tsh,1,fraud run away lie least temu doe return dont shop,2026-02-14 23:08:02,0,all_cleaned,unknown
scott mckinney,1,wont let buy anything authenticating payment screen wont stop loading,2026-02-14 22:17:16,0,all_cleaned,unknown
Mohammed Moharam,5,ممتاز,2026-02-14 22:11:31,0,all_cleaned,unknown
Jessica Chisampala,5,app helpful,2026-02-14 22:08:43,0,all_cleaned,unknown
Beauty Queen,5,aelll done,2026-02-14 21:47:58,0,all_cleaned,unknown
Babu Ram Bhandari,5,nice,2026-02-14 21:20:46,0,all_cleaned,unknown
Jose Cruz,1,much confusion wtf,2026-02-14 21:19:20,0,all_cleaned,unknown
Kelli Phillips,1,find kind funny ad game guy asked get many boxesand boxshes holding allie express box amazon prime box,2026-02-14 21:17:28,0,all_cleaned,unknown
Ijaz Ahmed,1,terrible experience per order shipment charge dont like,2026-02-14 19:57:50,0,all_cleaned,unknown
julz Nunnya,1,make account look product uninstalled wanted look something without popups get didnt want wanted look gave detail look low behold available thought wa wasnt going checkout get sucked,2026-02-14 19:57:01,1,all_cleaned,unknown
Joshua Kofi Himil,2,please happy help introduce mobile money payment system help ghana try get office across ghana like jumia,2026-02-14 17:15:20,0,all_cleaned,unknown
Vito Ku,1,app ha become terrible add item cart cost one price click want buy price increase reload page increase anyone doesnt notice cheated,2026-02-14 16:56:50,2,all_cleaned,unknown
Dorian Barrass,5,love aliexpress member family,2026-02-14 16:26:37,0,all_cleaned,unknown
Vincent Newton,1,ordered item paid wrong item arrived attempt rectified lacked evidence despite providing receipt image product arrived along tracking detail package wa encouraged appeal declined lack evidence dishonest business practice downright thievery,2026-02-14 16:07:07,13,all_cleaned,unknown
Asaf Wasilwa,5,lm trying buy macbook air idk gowing work,2026-02-14 15:39:29,0,all_cleaned,unknown
Suphije Roka,1,paid online bad wish payment could cash,2026-02-14 14:49:22,0,all_cleaned,unknown
Musa Paul Yerima,5,aliexpress worth pleasing use anytime day,2026-02-14 14:25:44,0,all_cleaned,unknown
ONE PIECE,1,fake fake fake,2026-02-14 14:10:35,0,all_cleaned,unknown
Virginia Durand,1,good cool stuff ship soooo slowly time dont ship come expected delivery date order get canceled cause havent shipped useless app,2026-02-14 14:09:00,1,all_cleaned,unknown
L Last,3,exchange game point coupon hasnt worked properly since august 2025 possible 100 need sleep thats im lucky enough pick coupon exchange time measured second furthermore 1 5 coupon available complete nonsense either disable exchange game point coupon make work wa august 2025,2026-02-14 13:27:56,1,all_cleaned,unknown
Doris Maitseo,5,wow recommend ali express trustworthy perfect,2026-02-14 12:33:42,0,all_cleaned,unknown
J Solo Project,5,great shop,2026-02-14 12:27:29,1,all_cleaned,unknown
Nicolas Rono,5,greatest app ever,2026-02-14 12:08:57,0,all_cleaned,unknown
medicbro medicbro,5,one time wa confused something customer service wa great kind,2026-02-14 11:40:08,0,all_cleaned,unknown
Christine Rafael,1,yep mom reason told scam like stuck transit telling gon na take longer probably never gon na come stupid scammer,2026-02-14 10:51:06,0,all_cleaned,unknown
Xelibri Sk,1,order placed 0401 delivered 1302 month waiting absolutely unacceptable isolated case rule every order meant long wait stress nerve addition cooperation agent extremely unprofessional nonspecific answer switching one another without real help instead solution get frustration,2026-02-14 10:10:44,1,all_cleaned,unknown
king j,1,one dollar express yeah complete scam tried purchase said order failed,2026-02-14 09:06:38,0,all_cleaned,unknown
Simon Costisanu,1,aliexpresss customer service worst act like dont understand problem give poor solution unrelated issue close case washing hand possibility appeal decision apologize move bad experience,2026-02-14 08:55:45,1,all_cleaned,unknown
Xavier Wilson,1,honestly could make review negative would app scam saying everything low price reality get check price change get app,2026-02-14 08:20:02,1,all_cleaned,unknown
Petter Blomkvist,1,costumer service led 2 week waiting buyer protection run counterfeit product wa sold use site,2026-02-14 06:53:50,1,all_cleaned,unknown
adejoh ben,5,nice,2026-02-14 06:15:52,0,all_cleaned,unknown
Ori Zadok,1,many scam description matching actual product misleading main picture price longer cheap like used,2026-02-14 05:18:46,2,all_cleaned,unknown
Jessica,5,ive gotten lot stuff,2026-02-14 04:33:39,0,all_cleaned,unknown
Mubasher zaman,5,good,2026-02-14 02:55:12,0,all_cleaned,unknown
Alex Saunders,1,uninstalled annoying unskippable ad,2026-02-14 02:48:01,1,all_cleaned,unknown
Jacob Coughlin,1,cant find good reason shopping app need screenshot activity havent opened app week 300 megabyte cache trustworthy background activity prove suspicion wrong screenshotservice comalibabaaliexpresshd elapsed 1d 1h 36m 25 service 62 process aliexpress,2026-02-14 02:38:36,0,all_cleaned,unknown
Blue Kastrick,3,loop around senselessly peddling 83 cent order 90 get coin discount dont exist satisfied shipping customer service product ordered exactly described many fake discount notification,2026-02-14 01:30:39,1,all_cleaned,unknown
Ashly Kinkead,1,im trying get rid item wishlist sold lot time click back item clicked one wishlist group put back beginning app instead group item im going doesnt show one sold anymore click item see sold guy change annoying hard go everything thats saved,2026-02-14 00:17:30,16,all_cleaned,unknown
Anathi Dyantyi,1,app scam want money appwhen try buy phone r350 doesnt work never use app,2026-02-13 22:30:37,0,all_cleaned,unknown
badsmel,1,app break rule menace open least ten time per day im okay shame used use,2026-02-13 22:14:38,0,all_cleaned,unknown
Yousef Dababneh,3,cant find order account spite many people help centre trying help still seeing previous order year 2025 need talk someone voice call solve problem guiding step step phone tried help chatting didnt work,2026-02-13 21:56:40,0,all_cleaned,unknown
Red Young-Crandall,1,spent roughly 12 dollar package never arrived went ask refund even credit ran circle around day turned week,2026-02-13 21:18:45,1,all_cleaned,unknown
