userName,score,content,at,thumbsUpCount,source,truthLabel,score_based,rule_based,final_label,final_label_3class,vader_prediction,afinn_score,afinn_prediction
S Marie,1,twice never received items never given refund courier never presented proof delivery times said items delivered hit miss good luck im 70 bucks told needed provide proof never received item wheres delivery proof picture scam artists edit contacted aliexpress help center everyday almost 3 weeks spent hours wasting time no ill never buy anything ever please dont waste time money people,2026-03-08 12:52:49,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Positive,6,Positive
Leashanta Chism,1,wish could give minus package stolen even police report couldnt get refund,2026-03-12 01:02:10,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,-1,Negative
Davis Ron,5,good app,2026-03-09 03:54:02,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
Rubysu aka Natalie Debler,3,first package arrived counterfeit postage pay extra 1375 get local post office hope 2 not happen way,2026-03-12 21:38:03,0,labeled_reviews_raw,Negative,Neutral,Negative,Negative,Negative,Positive,1,Positive
Kinsley,5,love,2026-03-10 01:40:24,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
Jo Carbonell,1,orrderd window tint two weeks ago still nothing guess delivery person wanted package decided not fill order keep moneywhy think things cheap advertisingthey keep money,2026-03-11 17:23:22,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Neutral,0,Neutral
Liam Schrape,1,buyer beware bought lego style brick building kit son time purchase finally started working quality poor even adult assistance toy would fall apart slightest movement even trying add next pieces model aliexpress seller mi ya toyneither take responsibility make goodwill refund credit moral story check purchases quality quickly receive,2026-03-09 07:04:42,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-2,Negative
Kandis Nikol Marek (BATMAN),2,yall making app like temu dont much like cant order want thats dont need anymore apps like temu temu sucks dont temu,2026-03-07 18:30:10,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Positive,-2,Negative
Mairaj Aslam,2,high taxes app without taxes disappointed,2026-03-07 20:22:13,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Positive,-2,Negative
Adam,1,paid 3 90p deal delivery driver put bin without notice refunded 90p cant get anything im asking get bundledeal back,2026-03-07 15:29:54,0,labeled_reviews_raw,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,0,Neutral
Lio B10,1,3 packages never received arrived wrong city no one answered 4 mails sent back no refund aliexpress take no responsibility never order,2026-03-11 21:57:21,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,2,Positive
Ti to,5,شكرا لجهودكم,2026-03-10 23:33:12,0,labeled_reviews_raw,Very Negative,Positive,Neutral,Very Negative,Negative,Neutral,0,Neutral
See Ro,5,lapp è meravigliosa vogliamo di nuovo per nuovi utenti lofferta del 099 oppure 3 articoli con 3 di disconto,2026-03-12 07:21:47,0,labeled_reviews_raw,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,0,Neutral
Charles Jenkins,5,like app ive couple days better surveys,2026-03-12 20:00:07,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,4,Positive
Benjamin Van Dermark,1,3 items welcome gifts get 3 pay 1 got canceled late dont get things ordered lost welcome deal,2026-03-09 23:32:33,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Positive,0,Neutral
Patryk,4,na stronie z punktami pokazują się losowe zniżki których nie da się uzyskać mocno utrudnia zakupy edit okazało się że procentowa zniżka obok produktu uwzględnia też kupon zniżkowy nie tylko punkty nadal uważam że nie powinno tak być bo jest ikona punktu obok zniżki,2026-03-10 12:11:14,0,labeled_reviews_raw,Negative,Positive,Neutral,Negative,Negative,Neutral,0,Neutral
Promise Abumere,1,scammed aliexpress seller accept partial refund defective item yet aliexpress refused no refund complete lcd screen purchase fame doesnt fit pouches doesnt touch well followed instructions fix not case complaining overheating frame side heat sink frame small unlike original screen parts not touch try another screen different screen order worked,2026-03-10 20:18:45,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-1,Negative
Billy Pierce,1,no good,2026-03-07 20:57:37,0,labeled_reviews_raw,Negative,Negative,Positive,Negative,Negative,Positive,-3,Negative
J R,3,great things cheap thing sucks delivery live building leave lobby floor anyone take not front door,2026-03-07 16:47:47,0,labeled_reviews_raw,Negative,Neutral,Neutral,Neutral,Neutral,Positive,-3,Negative
GTepanator,1,app kept sending one star troubles,2026-03-10 12:59:45,1,labeled_reviews_raw,Positive,Negative,Neutral,Positive,Positive,Negative,-2,Negative
Falodun Akinwale,4,nice apphas good genuine products vendors good,2026-03-12 19:48:10,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,9,Positive
Nyanda,2,people scammers buy something comes bulk one like turquoise rings comes one size mix comes 2030pcs not received dont show mysteriously blame carrier items bought single items set oh show fine no problem dont want refund back anything not honest godly people facade sale products,2026-03-12 18:47:06,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,5,Positive
D Bier,1,absolute garbage dint suggest app make purchase 50 stolen lose money time sanity no customer service theres even less low quality items tried get refund stolen package 5 times said prove one prove shook persons hand met app stupid pointless go temu,2026-03-11 13:52:46,0,labeled_reviews_raw,Very Negative,Negative,Neutral,Very Negative,Negative,Negative,-6,Negative
Davnar Ragnar,1,app either broken designed deliberately deceive customers spent time building bundle checked list went ahead purchase find items disappeared leaving 10 poorer quality items purchase price given 20 items no way trace transaction see itemised receipt purchase must deal ali express via website secure browser not install app,2026-03-08 02:01:10,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-5,Negative
Steven Brookshire,2,item purchased came expected great price not get two free items first time buyer never came deleted cart promise never fulfilled unsatisfied main reason even started needed items going get bag also liked,2026-03-09 08:32:36,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Positive,5,Positive
Rahl Gadu,5,למה זה לא מוריד לי ניסיתי אד 24 שאות אפילו יתמול,2026-03-12 16:48:37,0,labeled_reviews_raw,Negative,Positive,Neutral,Negative,Negative,Neutral,0,Neutral
Tammy Skifstad,5,useful,2026-03-11 03:40:25,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,2,Positive
Irina kalpacka,5,страхотно,2026-03-07 21:45:13,0,labeled_reviews_raw,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,0,Neutral
Eric Thomas,5,great app easy use discounts applied automatically fast shipping local stores even faster deliveries,2026-03-09 05:17:33,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,4,Positive
Pedram Rezaeian,1,app fraud unmatched prices approved 38 end 48 shipping time takes ages charging 10 tax well third time definitely last time ordered something app ill make sure nobody else know makes mistake unreliable unworthy time misleading prices meanwhile put quality aside,2026-03-08 04:15:44,0,labeled_reviews_raw,Very Negative,Negative,Neutral,Very Negative,Negative,Negative,-10,Negative
Simon Jewry,1,rubbish scam app get burnt didnt want give one star not able seems stupid no stars,2026-03-07 16:13:24,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-1,Negative
Coems,1,ordered charger waited 10 days arrived county order unsucesfull,2026-03-11 08:54:13,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Neutral,0,Neutral
Ammar M.Ahmad,5,nice app,2026-03-11 16:56:04,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
Michael M,1,horrible app customer service,2026-03-10 01:08:04,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-3,Negative
Adina L,5,many items see different vendors sure read product reviews use common sense find great items things not work like expected customer service help amazing,2026-03-11 21:55:53,1,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,7,Positive
Mellissa Cecil,5,fast shipping great products,2026-03-07 03:25:27,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
Matas Matas,5,good app im not going lie found garbage items could explode easily,2026-03-11 13:54:08,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,3,Positive
Christopher Atkin,5,thought going like wish temu make wild claims free stuff discounts buck weirdest thing happened though telling truth arent making extravagant claims like others ones making honor whole family ordering long shipping times downside not even enough knock star tell advance long take,2026-03-11 23:56:47,0,labeled_reviews_raw,Positive,Positive,Negative,Positive,Positive,Positive,6,Positive
Enrique El Sato de Hato Rey,2,prefer website app buggy doesnt offer much,2026-03-10 13:31:02,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Neutral,0,Neutral
Joni Shkembi,1,high prices selling diamonds,2026-03-12 13:05:50,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Neutral,0,Neutral
tjan putri,1,honestly havent experience app couldnt use live indonesia downloaded shopping app saw cute bags app oppened need choose country region live right searched country indonesia saw neighbouring country malaysia couldnt experience full shopping experience hope could add indonesia app please,2026-03-11 15:12:44,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Positive,5,Positive
Karel Zegers,3,mostly good advertising behaviour sellers pretty bad advertising products price actually ordered changes much higher cost examples mitutoyo digimatic verniers memory card sellers others no reponse queries requests explanations shady behaviour not well dealt aliexpress complained disappointing otherwise good site,2026-03-08 07:27:35,0,labeled_reviews_raw,Negative,Neutral,Negative,Negative,Negative,Negative,0,Neutral
Chris Diera,1,gave broken mess toys black suit action figure,2026-03-07 06:42:54,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-3,Negative
Chris Smith,1,uninstalled 12 forms payment couldnt go,2026-03-09 09:57:23,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Neutral,0,Neutral
Paris Tunc,1,crime gang,2026-03-12 04:52:53,0,labeled_reviews_raw,Neutral,Negative,Neutral,Neutral,Neutral,Negative,-3,Negative
Philip Brady,5,really positive 95 tbe vendors,2026-03-08 10:33:57,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive,Positive,Positive,2,Positive
Trevor Thornborough,3,complicated device system follow time annoying part contant repeatitive mailing including immediately straight finished ordering get goods theyre trying encourage purchases damn annoying,2026-03-07 05:47:56,0,labeled_reviews_raw,Negative,Neutral,Neutral,Neutral,Neutral,Negative,-5,Negative
Nunya Biz,5,apparently set settings notifications turn specific ones hate spammed company ignores dont need notified 5 times day think need know fingernail clippers sale stop,2026-03-12 22:42:39,4,labeled_reviews_raw,Negative,Positive,Negative,Negative,Negative,Negative,-5,Negative
Dontae Hufflin,5,awesome services never single issue send advertised every single time cant beat prices products temu wish nothing aliexpress,2026-03-11 21:14:59,0,labeled_reviews_raw,Very Positive,Positive,Negative,Very Positive,Positive,Positive,5,Positive
Colin Crowley,1,shortest app service ask photos bank cards id illegal aus closed,2026-03-08 16:37:29,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative,Negative,Negative,-3,Negative
Hard Catz,1,worst experiencei try purchase appsthe transaction okeyi payed split tabbythe big big problem deliverdi waiting almost monthno chat courier no codethey mark delivered dont received anythingi try contack sellerand ask arefundthey refusethey said shows deliveredthe big question purchase febuary 7i paid febuary 7but tracking numberi bought januarys 28how come,2026-03-09 08:34:06,0,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-2,Negative
CRO stress,1,support total joke suggest use app one edit trying contact support 2 open cases getting robotic answers 20 times nobody reads anything total joke avoid aliexpress,2026-03-08 14:39:18,0,labeled_reviews_raw,Very Negative,Negative,Neutral,Very Negative,Negative,Positive,7,Positive
Katelyn Selvaggio,2,bought pair earbuds charger completely broken dont work also bought stuff arrived broken unusable,2026-03-10 02:58:21,2,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,-2,Negative
David GIlmore,5,excellent,2026-03-10 06:11:11,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
Eric Malcomb,1,nightmare deal placed order saw shipped colorado tried track said didnt order even though confirmed paypal first email got back said found order able track wasnt contact customer service tell order doesnt exist account use different one ever one account wont give refund,2026-03-09 18:29:16,1,labeled_reviews_raw,Very Negative,Negative,Neutral,Very Negative,Negative,Neutral,0,Neutral
Keno Ken,1,worst customer service world keep repeating answer ignoring customers completely also allow many counterfeit fraudulent items like 2tb thumb drives 5 dont refuse take obvious scams seem encourage zero care users,2026-03-10 15:46:49,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Negative,0,Neutral
King Cardigan,4,terrible experience z fold samsung devices app cool fold well say confusing confusing cannot describe except looks like two aliexpress apps running side side dont know one use annoying,2026-03-11 02:26:43,0,labeled_reviews_raw,Very Negative,Positive,Negative,Very Negative,Negative,Negative,-6,Negative
A Mamun,1,full fraud scam sellers messaging never comfortable always mixed promotional messages,2026-03-09 15:39:22,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-8,Negative
Mark Santiago,1,useless app especially help center order not ship,2026-03-07 01:53:16,1,labeled_reviews_raw,Very Positive,Negative,Negative,Negative,Negative,Neutral,0,Neutral
Candy Biehle,1,never got stuff paid watch daughter jerrika kids cup cap head pissed please fix problem,2026-03-12 14:12:58,0,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Negative,-5,Negative
Muhammadu Abubakar abdu,5,good app order things,2026-03-07 09:49:17,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,3,Positive
Kimberly Dumas,1,sells credit card number,2026-03-11 04:25:58,0,labeled_reviews_raw,Positive,Negative,Neutral,Positive,Positive,Positive,0,Neutral
Meyola chudasama,1,order stuff 1st time customer never received tried get refund also impossible well never use app shop,2026-03-10 01:16:48,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Positive,0,Neutral
Karl Carroll,3,need app track package cant online browser exactly,2026-03-12 18:00:39,0,labeled_reviews_raw,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,Neutral
Phil,1,trying get simple refund something clearly not going delivered ordered long time ago instead simply refunding money less 3 getting big runaround stupid little bots not refund money least think wont time im finished aliexpress theyre going wish refunded,2026-03-10 11:37:23,1,labeled_reviews_raw,Negative,Negative,Negative,Negative,Negative,Positive,1,Positive
Andy Nisbet,1,massively reduce pointless animations nobody wants theyre not necessary make using app endurance rather enjoyment,2026-03-07 18:45:13,1,labeled_reviews_raw,Very Negative,Negative,Negative,Negative,Negative,Positive,0,Neutral
Tia Cummings,5,great app love,2026-03-10 04:53:59,0,labeled_reviews_raw,Positive,Positive,Positive,Positive,Positive,Positive,6,Positive
