userName,score,content,at,thumbsUpCount,source,truthLabel,score_based,rule_based,final_label
Tammy Skifstad,5,useful,2026-03-11 03:40:25,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive
Irina kalpacka,5,страхотно,2026-03-07 21:45:13,0,labeled_reviews_raw,Neutral,Positive,Neutral,Neutral
Eric Thomas,5,great pp easy use discount applied automatically fast shipping local store even faster delivery,2026-03-09 05:17:33,0,labeled_reviews_raw,Positive,Positive,Positive,Positive
Pedram Rezaeian,1,pp fraud snatched price approved 38 end 48 shipping time take age charging 10 tax well third time definitely last time ordered something pp ill make sure nobody else know make mistake reliable unworthy time misleading price meanwhile put quality aside,2026-03-08 04:15:44,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Simon Jewry,1,rubbish scar pp get burnt didn want give one star not able seems stupid no star,2026-03-07 16:13:24,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Coems,1,ordered charge waited 10 day arrived county order unsucesfull,2026-03-11 08:54:13,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Ammar M.Ahmad,5,nice pp,2026-03-11 16:56:04,0,labeled_reviews_raw,Positive,Positive,Positive,Positive
Michael M,1,horrible pp customer service,2026-03-10 01:08:04,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Adina L,5,many item see different vendor sure read product review use common sense find great item thing not work like expected customer service help amazing,2026-03-11 21:55:53,1,labeled_reviews_raw,Positive,Positive,Positive,Positive
Mellissa Cecil,5,fast shipping great product,2026-03-07 03:25:27,0,labeled_reviews_raw,Positive,Positive,Positive,Positive
Matas Matas,5,good pp in not going lie found garage item could explode easily,2026-03-11 13:54:08,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive
Christopher Atkin,5,thought going like wish them make wild claim free stuff discount buck widest thing happened though telling truth agent making extravagant claim like others one making honor whole family ordering long shipping time downside not even enough knock star tell advance long take,2026-03-11 23:56:47,0,labeled_reviews_raw,Positive,Positive,Negative,Positive
Enrique El Sato de Hato Rey,2,prefer webster pp buggy doesn offer much,2026-03-10 13:31:02,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Joni Shkembi,1,high price selling diamond,2026-03-12 13:05:50,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative
tjan putri,1,honestly haven experience pp couldn use live indonesia download shopping pp saw cut bag pp opened need choose country region live right searched country indonesia saw neighbouring country malasha couldn experience full shopping experience hope could add indonesia pp please,2026-03-11 15:12:44,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Karel Zegers,3,mostly good advertising behaviour seller pretty bad advertising product price actually ordered change much higher cost example mitutoyo digimatic merrier memory card seller others no response query request explanation shady behaviour not well dealt aliexpress complained disappointing otherwise good site,2026-03-08 07:27:35,0,labeled_reviews_raw,Negative,Neutral,Negative,Negative
Chris Diera,1,gave broken mess toy black suit action figure,2026-03-07 06:42:54,0,labeled_reviews_raw,Negative,Negative,Negative,Negative
Chris Smith,1,installed 12 form payment couldn go,2026-03-09 09:57:23,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Paris Tunc,1,crime gang,2026-03-12 04:52:53,0,labeled_reviews_raw,Neutral,Negative,Neutral,Neutral
Philip Brady,5,really positive 95 the vendor,2026-03-08 10:33:57,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive
Trevor Thornborough,3,complicated device system follow time annoying part contact repeatitive failing including immediately straight finished ordering get good there trying encourage purchase damn annoying,2026-03-07 05:47:56,0,labeled_reviews_raw,Negative,Neutral,Positive,Negative
Nunya Biz,5,apparently set setting ratification turn specific one hate slammed company ignores dont need notified 5 time day think need know fingernail slipper sale stop,2026-03-12 22:42:39,4,labeled_reviews_raw,Negative,Positive,Negative,Negative
Dontae Hufflin,5,awesome service never single issue send advertised every single time can beat price product them wish nothing aliexpress,2026-03-11 21:14:59,0,labeled_reviews_raw,Positive,Positive,Negative,Positive
Colin Crowley,1,shortest pp service ask photo bank card id illegal au closed,2026-03-08 16:37:29,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Hard Catz,1,worst experience try purchase apostle transaction obey played split tabbythe big big problem delivered waiting almost months chat courier no codethey mark delivered dont received anything try contact sellerand ask arefundthey refusethey said show deliveredthe big question purchase february i paid february but cracking number bought january how come,2026-03-09 08:34:06,0,labeled_reviews_raw,Negative,Negative,Negative,Negative
CRO stress,1,support total joke suggest use pp one edit trying contact support 2 open case getting robotic answer 20 time nobody read anything total joke avoid aliexpress,2026-03-08 14:39:18,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Katelyn Selvaggio,2,bought pair earbuds charge completely broken dont work also bought stuff arrived broken unable,2026-03-10 02:58:21,2,labeled_reviews_raw,Negative,Negative,Negative,Negative
David GIlmore,5,excellent,2026-03-10 06:11:11,0,labeled_reviews_raw,Positive,Positive,Positive,Positive
Eric Malcomb,1,nightmare deal placed order saw shipped colorado tried track said didn order even though confirmed papal first email got back said found order able track want contact customer service tell order doesn exist account use different one ever one account wont give refund,2026-03-09 18:29:16,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Keno Ken,1,worst customer service world keep repeating answer ignoring customer completely also allow many counterfeit fraudulent item like to thumb drive 5 dont refuse take obvious scar seem encourage zero care user,2026-03-10 15:46:49,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
King Cardigan,4,terrible experience z fold samson device pp cool fold well say confusing confusing can not describe except look like two aliexpress apes running side side dont know one use annoying,2026-03-11 02:26:43,0,labeled_reviews_raw,Negative,Positive,Negative,Negative
A Mamun,1,full fraud scar seller essaying never comfortable always mixed promotion message,2026-03-09 15:39:22,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Mark Santiago,1,useless pp especially help center order not ship,2026-03-07 01:53:16,1,labeled_reviews_raw,Positive,Negative,Negative,Negative
Candy Biehle,1,never got stuff paid watch daughter jerrika kid cup cap head passed please fix problem,2026-03-12 14:12:58,0,labeled_reviews_raw,Negative,Negative,Negative,Negative
Muhammadu Abubakar abdu,5,good pp order thing,2026-03-07 09:49:17,0,labeled_reviews_raw,Positive,Positive,Positive,Positive
Kimberly Dumas,1,sell credit card number,2026-03-11 04:25:58,0,labeled_reviews_raw,Positive,Negative,Neutral,Positive
Meyola chudasama,1,order stuff st time customer never received tried get refund also impossible well never use pp shop,2026-03-10 01:16:48,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Karl Carroll,3,need pp track package can online brother exactly,2026-03-12 18:00:39,0,labeled_reviews_raw,Neutral,Neutral,Neutral,Neutral
Phil,1,trying get simple refund something clearly not going delivered ordered long time ago instead simply defending money less 3 getting big runaround stupid little not not refund money least think wont time in finished aliexpress there going wish refused,2026-03-10 11:37:23,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Andy Nisbet,1,passively reduce painless animation nobody want there not necessary make using pp endurance rather enjoyment,2026-03-07 18:45:13,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Tia Cummings,5,great pp love,2026-03-10 04:53:59,0,labeled_reviews_raw,Positive,Positive,Positive,Positive
