userName,score,content,at,thumbsUpCount,source,truthLabel,score_based,rule_based,final_label
Jo Carbonell,1,i orrderd window tint and that was two weeks ago  still nothing guess the delivery person wanted the package more or they just decided not to fill the order and keep the moneywhy you think things are cheap on advertisingthey keep your money ,2026-03-11 17:23:22,0,labeled_reviews_raw,Negative,Negative,Negative,Negative
Liam Schrape,1,buyer beware i bought a lego style brick building kit for my son it was some time after purchase when he finally started working on it the quality was very poor even with adult assistance the toy would fall apart with the slightest movement even when trying to add the next pieces to the model aliexpress and the seller mi ya toyneither will take responsibility or make a goodwill refund or credit moral of the story  check all purchases for quality quickly when you receive them,2026-03-09 07:04:42,0,labeled_reviews_raw,Negative,Negative,Negative,Negative
Kandis Nikol Marek (BATMAN),2,why are yall making your app like temu just dont be so much like them that you cant just order what you want and thats it we dont need anymore apps like temu temu sucks dont be temu,2026-03-07 18:30:10,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Mairaj Aslam,2,high taxes other app are without taxes disappointed,2026-03-07 20:22:13,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Adam,1,i paid the 3 for 90p deal and the delivery driver put it in my bin without a notice they have refunded my the 90p but i cant get anything with it im asking to get the bundledeal back,2026-03-07 15:29:54,0,labeled_reviews_raw,Neutral,Negative,Neutral,Neutral
Lio B10,1,3 packages never received arrived to wrong city no one answered 4 mails sent back no refund now aliexpress take no responsibility never again order with them,2026-03-11 21:57:21,0,labeled_reviews_raw,Negative,Negative,Negative,Negative
Ti to,5,شكرا لجهودكم,2026-03-10 23:33:12,0,labeled_reviews_raw,Negative,Positive,Neutral,Negative
See Ro,5,lapp è meravigliosa ma vogliamo di nuovo per i nuovi utenti lofferta del 099 oppure 3 articoli con 3 di disconto,2026-03-12 07:21:47,0,labeled_reviews_raw,Neutral,Positive,Neutral,Neutral
Charles Jenkins,5,i like the app ive only had it a couple days but it is better than doing surveys,2026-03-12 20:00:07,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive
Benjamin Van Dermark,1,all 3 of the items from my welcome gifts get 3 but only pay for 1 got canceled on me after being very late now i dont get things i ordered and lost out on the welcome deal,2026-03-09 23:32:33,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Patryk,4,na stronie z punktami pokazują się losowe zniżki których nie da się uzyskać mocno utrudnia to zakupy edit okazało się że procentowa zniżka obok produktu uwzględnia też kupon zniżkowy a nie tylko punkty nadal uważam że nie powinno tak być bo jest ikona punktu obok zniżki,2026-03-10 12:11:14,0,labeled_reviews_raw,Negative,Positive,Neutral,Negative
Promise Abumere,1,i was scammed by aliexpress seller accept to do a partial refund for a defective item yet aliexpress refused to no refund and complete the lcd screen i purchase the fame doesnt fit pouches and doesnt touch well i followed all the instructions when fix it but it not the case i am complaining about the overheating and the frame side the heat sink on the frame is small unlike the original screen some parts does not touch i try another screen different from the screen i order it worked,2026-03-10 20:18:45,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Billy Pierce,1,no good,2026-03-07 20:57:37,0,labeled_reviews_raw,Negative,Negative,Positive,Negative
J R,3,great things for cheap the only thing that sucks is delivery if you live in a building they leave it on the lobby floor for anyone to take it not in front of your door,2026-03-07 16:47:47,0,labeled_reviews_raw,Negative,Neutral,Neutral,Neutral
GTepanator,1,app kept sending me here one star for my troubles,2026-03-10 12:59:45,1,labeled_reviews_raw,Positive,Negative,Neutral,Positive
Falodun Akinwale,4,nice apphas very good and genuine products vendors are good,2026-03-12 19:48:10,0,labeled_reviews_raw,Positive,Positive,Positive,Positive
Nyanda,2,these people are scammers if you buy something that comes in bulk or that is more than one like the turquoise rings that comes in more than one size a mix that comes in 2030pcs that i have not received  they dont show up mysteriously and they blame you and the carrier but items that were bought that is single items or set oh those show up fine no problem then they dont want to refund you back anything these are not honest or godly people its a facade to sale their products,2026-03-12 18:47:06,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
D Bier,1,absolute garbage i dint suggest this app as when you make a purchase over 50 and its stolen you lose your money time and sanity there is no customer service and theres even less in these low quality items i tried to get a refund for stolen package 5 times they said prove it how does one do that how can i prove that i shook a persons hand i just met app is stupid and pointless go to temu,2026-03-11 13:52:46,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Davnar Ragnar,1,this app is either broken or designed to deliberately deceive customers i spent some time building a bundle checked the list and went ahead with the purchase only to find most items had disappeared leaving only 10 poorer quality items for the same purchase price i had been given for 20 items no way to trace the transaction or see any itemised receipt after purchase if you must deal with ali express do it via their website on a secure browser do not install this app,2026-03-08 02:01:10,0,labeled_reviews_raw,Negative,Negative,Negative,Negative
Steven Brookshire,2,the item i purchased came as expected and a very great price but i did not get my two free items as a first time buyer which never came it was deleted from the cart and that promise was never fulfilled so i am very unsatisfied that was the main reason why i even started it because i needed those items and i was going to get the bag also because i liked it,2026-03-09 08:32:36,0,labeled_reviews_raw,Negative,Negative,Negative,Negative
Rahl Gadu,5,למה זה לא מוריד לי ניסיתי אד 24 שאות אפילו יתמול,2026-03-12 16:48:37,0,labeled_reviews_raw,Negative,Positive,Neutral,Negative
Tammy Skifstad,5,useful,2026-03-11 03:40:25,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive
Irina kalpacka,5,страхотно,2026-03-07 21:45:13,0,labeled_reviews_raw,Neutral,Positive,Neutral,Neutral
Eric Thomas,5,great app easy to use discounts applied automatically with fast shipping and local stores for even faster deliveries,2026-03-09 05:17:33,0,labeled_reviews_raw,Positive,Positive,Positive,Positive
Pedram Rezaeian,1,this app is a fraud with unmatched prices i approved with 38 and i end up with 48 the shipping time takes ages and now they are charging 10 tax as well it was my third time and definitely the last time i ordered something from this app ill make sure nobody else that i know makes the same mistake unreliable unworthy of time misleading prices meanwhile i put the quality aside,2026-03-08 04:15:44,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Simon Jewry,1,rubbish this is a scam app you will get burnt i didnt want to give it one star but not able seems stupid so no stars,2026-03-07 16:13:24,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Coems,1,ordered a charger waited for 10 days when it arrived at my county the order was unsucesfull,2026-03-11 08:54:13,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Ammar M.Ahmad,5,very nice app,2026-03-11 16:56:04,0,labeled_reviews_raw,Positive,Positive,Positive,Positive
Michael M,1,horrible app and customer service,2026-03-10 01:08:04,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Adina L,5,there are many items to see from different vendors be sure to read product reviews and use common sense you can find great items and if things do not work out like expected the customer service is there to help and is amazing,2026-03-11 21:55:53,1,labeled_reviews_raw,Positive,Positive,Positive,Positive
Mellissa Cecil,5,fast shipping great products,2026-03-07 03:25:27,0,labeled_reviews_raw,Positive,Positive,Positive,Positive
Matas Matas,5,this is the good app im not going to lie i found garbage items that could explode easily,2026-03-11 13:54:08,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive
Christopher Atkin,5,i thought this was going to be like wish or temu where they make these wild claims of free stuff or discounts under a buck the weirdest thing happened though they were telling the truth now they arent making extravagant claims like the others but the ones they are making they honor them i have my whole family ordering from them long shipping times are the only downside not even enough to knock a star off because they tell you in advance how long it will take,2026-03-11 23:56:47,0,labeled_reviews_raw,Positive,Positive,Negative,Positive
Enrique El Sato de Hato Rey,2,i prefer the website the app is buggy and doesnt offer much,2026-03-10 13:31:02,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Joni Shkembi,1,very high prices as if they are selling diamonds,2026-03-12 13:05:50,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative
tjan putri,1,honestly i havent experience the app because i couldnt use it i live in indonesia and i downloaded this shopping app because i saw cute bags in this app but when i oppened it you need to choose the country or region where you live right so i searched for my country indonesia but i only saw my neighbouring country malaysia so i couldnt experience the full shopping experience i hope you could add indonesia to you app please,2026-03-11 15:12:44,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Karel Zegers,3,mostly very good but the advertising behaviour of some sellers is pretty bad advertising products for a price which when actually ordered changes to a much higher cost examples are mitutoyo digimatic verniers most memory card sellers and others no reponse to queries or requests for explanations very shady behaviour and not very well dealt with by aliexpress when complained about very disappointing of an otherwise good site,2026-03-08 07:27:35,0,labeled_reviews_raw,Negative,Neutral,Negative,Negative
Chris Diera,1,they gave me a broken mess toys black suit action figure,2026-03-07 06:42:54,0,labeled_reviews_raw,Negative,Negative,Negative,Negative
Chris Smith,1,uninstalled because 12 forms of payment couldnt go through,2026-03-09 09:57:23,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Paris Tunc,1,crime gang,2026-03-12 04:52:53,0,labeled_reviews_raw,Neutral,Negative,Neutral,Neutral
Philip Brady,5,really positive with 95 of tbe vendors,2026-03-08 10:33:57,0,labeled_reviews_raw,Positive,Positive,Neutral,Positive
Trevor Thornborough,3,a very complicated device or system to follow at time but the most annoying part is contant repeatitive mailing and including immediately straight after you finished ordering  before you get the goods theyre trying to encourage more purchases from you  damn annoying ,2026-03-07 05:47:56,0,labeled_reviews_raw,Negative,Neutral,Neutral,Neutral
Nunya Biz,5,apparently when i set settings for notifications and turn off specific ones because i hate being spammed your company ignores it i dont need to be notified 5 times a day because you think i need to know that fingernail clippers are on sale stop it,2026-03-12 22:42:39,4,labeled_reviews_raw,Negative,Positive,Negative,Negative
Dontae Hufflin,5,awesome services never have had a single issue they send what is advertised every single time and you cant beat their prices or their products temu  wish have nothing on aliexpress,2026-03-11 21:14:59,0,labeled_reviews_raw,Positive,Positive,Negative,Positive
Colin Crowley,1,shortest app and service  they ask for photos of bank cards and id which is illegal in aus  should be closed down,2026-03-08 16:37:29,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Hard Catz,1,worst experiencei try to purchase on this appsthe transaction was okeyi payed split through tabbythe big big problem is when they the deliverdi waiting almost a monthno chat from the courier no codethey just mark delivered and i dont received anythingi try to contack the sellerand ask for arefundthey refusethey said i shows deliveredthe big question this i purchase it febuary 7i paid febuary 7but on their tracking numberi bought it januarys 28how come ,2026-03-09 08:34:06,0,labeled_reviews_raw,Negative,Negative,Negative,Negative
CRO stress,1,support is a total joke i suggest that you use any other app than this one edit i am trying to contact support on the 2 open cases and getting same robotic answers for more than 20 times nobody reads anything total joke avoid aliexpress,2026-03-08 14:39:18,0,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Katelyn Selvaggio,2,i bought a pair of earbuds but the charger was completely broken and they dont work i also bought other stuff and they arrived broken and unusable,2026-03-10 02:58:21,2,labeled_reviews_raw,Negative,Negative,Negative,Negative
David GIlmore,5,excellent,2026-03-10 06:11:11,0,labeled_reviews_raw,Positive,Positive,Positive,Positive
Eric Malcomb,1,they have been a nightmare to deal with placed an order saw where it had been shipped and it was in colorado i tried to track it again and it said i didnt have an order even though i confirmed it with paypal first email i got back said they found my order and i should be able to track it now i wasnt contact customer service again they tell me the order doesnt exist with my account to use a different one i have only ever had one account with them now they wont give me a refund,2026-03-09 18:29:16,1,labeled_reviews_raw,Negative,Negative,Neutral,Negative
Keno Ken,1,worst customer service in the world they keep repeating the same answer over and over again ignoring the customers completely they also allow so many counterfeit and fraudulent items like 2tb thumb drives for 5 they dont only refuse to take obvious scams down they seem to encourage them zero care for their users,2026-03-10 15:46:49,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
King Cardigan,4,terrible experience on a z fold all my other samsung devices this app is cool but on the fold its  well all i will say is that its confusing its so confusing i cannot describe it except it looks like there are two aliexpress apps running side by side and you dont know which one to use so annoying,2026-03-11 02:26:43,0,labeled_reviews_raw,Negative,Positive,Negative,Negative
A Mamun,1,full of fraud and scam sellers  messaging is never comfortable always mixed with promotional messages,2026-03-09 15:39:22,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Mark Santiago,1,useless app especially the help center all my order not ship,2026-03-07 01:53:16,1,labeled_reviews_raw,Positive,Negative,Negative,Negative
Candy Biehle,1,never got my stuff i paid for my watch  daughter jerrika kids cup or cap for her head pissed off please fix the problem,2026-03-12 14:12:58,0,labeled_reviews_raw,Negative,Negative,Negative,Negative
Muhammadu Abubakar abdu,5,this is a good app for order the things that you are doing,2026-03-07 09:49:17,0,labeled_reviews_raw,Positive,Positive,Positive,Positive
Kimberly Dumas,1,this sells your credit card number,2026-03-11 04:25:58,0,labeled_reviews_raw,Positive,Negative,Neutral,Positive
Meyola chudasama,1,i order stuff as a 1st time customer and never received them i tried to get a refund it was also impossible as well i will never use this app to shop again,2026-03-10 01:16:48,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Karl Carroll,3,why do i need this app to track my package why cant i do it online through a browser exactly,2026-03-12 18:00:39,0,labeled_reviews_raw,Neutral,Neutral,Neutral,Neutral
Phil,1,i am trying to get a simple refund for something that is clearly not going to be delivered and i ordered a long time ago instead of simply refunding my money which is less than 3 i am getting a big runaround by stupid little bots they will not refund my money or at least i think they wont by the time im finished with aliexpress theyre going to wish they had refunded it,2026-03-10 11:37:23,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Andy Nisbet,1,massively reduce the pointless animations nobody wants them and theyre not necessary they make using the app an endurance rather than an enjoyment,2026-03-07 18:45:13,1,labeled_reviews_raw,Negative,Negative,Negative,Negative
Tia Cummings,5,great app love it,2026-03-10 04:53:59,0,labeled_reviews_raw,Positive,Positive,Positive,Positive
